Estimated_Dollar_Loss,Number_of_responding_personnel,Possible_Cause,TFS_Arrival_Time,Latitude,Longitude
20,21,45 - Improperly Discarded,2020-11-21T20:10:39,43.66241553,-79.35868759
25000,8,99 - Undetermined,2020-11-21T21:07:53,43.7337468,-79.53822885
20000,25,"60 - Other unintentional cause, not classified",2020-11-21T21:12:35,43.72086455,-79.25708472
9000,4,99 - Undetermined,2020-11-22T00:42:16,43.66379386,-79.33176047
500,4,45 - Improperly Discarded,2020-11-22T03:04:24,43.6724655,-79.3758926
1000,4,45 - Improperly Discarded,2020-11-22T05:40:11,43.6545253,-79.36945966
10000,31,"60 - Other unintentional cause, not classified",2020-11-22T06:33:08,43.688669,-79.41266909
500,17,47 - Improper handling of ignition source or ignited material,2020-11-22T06:55:26,43.70732802,-79.39549266
30000,21,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-22T13:02:08,43.6610628,-79.46003628
5000,55,44 - Unattended,2020-11-22T16:35:04,43.70239667,-79.27699443
10000,23,44 - Unattended,2020-11-22T17:14:48,43.78392541,-79.23472225
0,4,73 - Natural Cause,2020-11-22T17:23:39,43.74414955,-79.40672552
0,4,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-22T21:09:16,43.64880787,-79.53984769
5000,17,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-22T21:16:49,43.7293549,-79.32839947
1000000,250,52 - Electrical Failure,2020-11-23T01:40:52,43.81841854,-79.23985135
500,18,52 - Electrical Failure,2020-11-23T08:23:05,43.77666814,-79.25053649
5000,22,50 - Other misuse of ignition source/material ignited,2020-11-23T10:37:36,43.70602957,-79.53123416
45000,30,51 - Mechanical Failure,2020-11-23T10:54:48,43.75943748,-79.39682711
300,22,52 - Electrical Failure,2020-11-23T14:47:07,43.78725076,-79.29008122
30000,36,99 - Undetermined,2020-11-23T15:11:44,43.73186621,-79.30561021
150,4,47 - Improper handling of ignition source or ignited material,2020-11-24T06:30:52,43.65152762,-79.37236536
25000,11,99 - Undetermined,2020-11-24T11:27:51,43.62988024,-79.55192239
18000,4,99 - Undetermined,2020-11-24T20:11:04,43.68393333,-79.45288564
25000,57,990 - Under Investigation,2020-11-25T08:20:11,43.73348608,-79.36494993
5000,27,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-25T10:13:10,43.73557168,-79.46174331
5000,4,52 - Electrical Failure,2020-11-25T12:46:26,43.63885421,-79.38657346
25000,66,44 - Unattended,2020-11-25T17:03:32,43.75206554,-79.26245973
100000,35,52 - Electrical Failure,2020-11-25T18:56:02,43.66411495,-79.40544707
5000,14,52 - Electrical Failure,2020-11-25T20:56:43,43.78540475,-79.45243542
45000,1,51 - Mechanical Failure,2020-11-26T10:23:59,43.74312219,-79.51414323
0,19,99 - Undetermined,2020-11-26T10:44:31,43.68845506,-79.34847066
1000,22,50 - Other misuse of ignition source/material ignited,2020-11-26T12:12:40,43.83789997,-79.23192591
0,22,"98 - Unintentional, cause undetermined",2020-11-26T14:55:05,43.76218036,-79.32115538
20000,35,47 - Improper handling of ignition source or ignited material,2020-11-26T18:30:37,43.71154725,-79.57137148
0,4,03 - Suspected Vandalism,2020-11-27T03:40:01,43.63891578,-79.53455412
20000,21,44 - Unattended,2020-11-27T04:29:13,43.77252568,-79.2546425
20000,8,"98 - Unintentional, cause undetermined",2020-11-27T05:22:50,43.71853711,-79.60958336
75000,55,44 - Unattended,2020-11-27T05:28:28,43.73381416,-79.26860744
200,23,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-27T15:27:52,43.67690689,-79.48937025
5000,4,51 - Mechanical Failure,2020-11-27T15:46:36,43.82739198,-79.17918346
1000,17,99 - Undetermined,2020-11-27T22:18:55,43.64677344,-79.53055376
10000,73,"60 - Other unintentional cause, not classified",2020-11-28T15:02:08,43.63663873,-79.44156508
35000,18,99 - Undetermined,2020-11-28T19:28:12,43.68122608,-79.36157624
200000,75,"60 - Other unintentional cause, not classified",2020-11-28T19:29:21,43.76580243,-79.20813381
10000,69,52 - Electrical Failure,2020-11-28T20:00:43,43.70508149,-79.26388578
0,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-28T22:44:05,43.73886993,-79.22246644
15000,22,99 - Undetermined,2020-11-29T04:30:09,43.70751161,-79.47139204
2000,21,"98 - Unintentional, cause undetermined",2020-11-29T14:50:57,43.76780378,-79.38313955
1500,21,52 - Electrical Failure,2020-11-29T15:32:23,43.6658942,-79.32692374
500,3,47 - Improper handling of ignition source or ignited material,2020-11-29T17:30:49,43.74314776,-79.29171229
500,8,"98 - Unintentional, cause undetermined",2020-11-29T18:18:38,43.6655105,-79.40310938
10000,20,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-30T07:10:16,43.73998098,-79.22792794
30000,22,44 - Unattended,2020-11-30T14:34:38,43.77356847,-79.34459209
5000,22,"60 - Other unintentional cause, not classified",2020-12-01T18:17:26,43.79302271,-79.32362849
250000,56,52 - Electrical Failure,2020-12-01T18:35:06,43.65817059,-79.37238989
2000,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-01T20:29:09,43.76943202,-79.34316629
10000,4,52 - Electrical Failure,2020-12-02T12:36:21,43.59838237,-79.54375152
100,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-02T20:07:15,43.69436523,-79.27365082
65000,60,50 - Other misuse of ignition source/material ignited,2020-12-03T00:45:34,43.76404977,-79.20562856
0,20,01 - Suspected Arson,2020-12-03T08:55:17,43.79296399,-79.4272318
10000,22,52 - Electrical Failure,2020-12-03T13:40:03,43.79721679,-79.13854296
3000,23,50 - Other misuse of ignition source/material ignited,2020-12-03T17:37:29,43.77631567,-79.28517207
500,7,99 - Undetermined,2020-12-03T21:04:59,43.77943872,-79.43254614
15000,54,47 - Improper handling of ignition source or ignited material,2020-12-04T01:32:28,43.7479623,-79.31181789
30000,65,99 - Undetermined,2020-12-04T07:12:25,43.65794851,-79.40004842
500000,83,47 - Improper handling of ignition source or ignited material,2020-12-04T09:52:01,43.75982266,-79.22532435
300,23,46 - Used or Placed too close to combustibles,2020-12-04T11:58:46,43.68540109,-79.29344857
25000,23,52 - Electrical Failure,2020-12-04T17:27:32,43.65090227,-79.3972391
0,25,50 - Other misuse of ignition source/material ignited,2020-12-04T21:09:03,43.77074374,-79.38897567
5,22,"60 - Other unintentional cause, not classified",2020-12-04T21:49:09,43.68578066,-79.52464416
130000,67,01 - Suspected Arson,2020-12-05T04:03:07,43.8168449,-79.32927158
10000,30,52 - Electrical Failure,2020-12-05T10:37:36,43.6974282,-79.54516057
10000,20,47 - Improper handling of ignition source or ignited material,2020-12-05T15:46:32,43.78230191,-79.27683884
40000,14,51 - Mechanical Failure,2020-12-05T17:30:41,43.79744732,-79.2048311
3000,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-05T20:53:33,43.80176245,-79.21670127
10000,26,99 - Undetermined,2020-12-05T21:20:05,43.81071292,-79.23554359
150000,41,52 - Electrical Failure,2020-12-05T22:32:12,43.78105689,-79.40971775
300,21,20 - Design/Construction/Installation/Maintenance Deficiency,2020-12-06T10:20:17,43.70382065,-79.2938248
0,27,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-06T17:01:17,43.74684285,-79.49109383
50,24,45 - Improperly Discarded,2020-12-07T00:02:58,43.64056282,-79.39300461
15000,26,49 - Improper Storage,2020-12-07T02:17:31,43.71107664,-79.39931666
2000,20,52 - Electrical Failure,2020-12-07T09:53:34,43.63849477,-79.41957566
40000,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-07T16:04:59,43.73837167,-79.5197911
100,22,"60 - Other unintentional cause, not classified",2020-12-07T17:36:10,43.6544562,-79.418785
80000,4,99 - Undetermined,2020-12-07T19:57:51,43.80835431,-79.20653171
5000,4,99 - Undetermined,2020-12-07T20:58:02,43.76150953,-79.4588803
0,4,99 - Undetermined,2020-12-07T23:20:43,43.65589584,-79.37144422
100000,46,99 - Undetermined,2020-12-08T07:26:38,43.65412036,-79.56781195
2000,22,990 - Under Investigation,2020-12-08T11:19:03,43.67657157,-79.46590489
5000,38,20 - Design/Construction/Installation/Maintenance Deficiency,2020-12-08T16:16:00,43.67522852,-79.4814247
500,22,"98 - Unintentional, cause undetermined",2020-12-08T17:30:24,43.63759363,-79.42413915
300,25,44 - Unattended,2020-12-08T18:25:34,43.666943,-79.36986679
30000,14,12 - Vehicle Accident/Collision,2020-12-08T18:59:37,43.64788537,-79.5268928
2000,4,52 - Electrical Failure,2020-12-08T19:02:30,43.75208999,-79.54238057
10000,23,46 - Used or Placed too close to combustibles,2020-12-08T23:06:48,43.67721257,-79.46112093
80000,17,52 - Electrical Failure,2020-12-09T08:47:23,43.7229957,-79.4813743
50000,65,44 - Unattended,2020-12-09T17:56:51,43.77356994,-79.1863638
1000000,137,990 - Under Investigation,2020-12-10T20:29:07,43.79082759,-79.44538111
200000,80,52 - Electrical Failure,2020-12-10T20:34:20,43.71302624,-79.42941739
200,25,45 - Improperly Discarded,2020-12-10T21:04:15,43.76754858,-79.30296495
500,20,"60 - Other unintentional cause, not classified",2020-12-11T06:56:37,43.71531117,-79.32965454
5000,35,"60 - Other unintentional cause, not classified",2020-12-11T09:32:02,43.75040562,-79.30877035
10000,11,"60 - Other unintentional cause, not classified",2020-12-11T13:19:22,43.61774045,-79.54086748
20000,12,99 - Undetermined,2020-12-11T15:28:55,43.77041106,-79.30950479
75000,102,52 - Electrical Failure,2020-12-11T15:45:03,43.78393276,-79.44555011
40000,4,99 - Undetermined,2020-12-11T16:15:41,43.76720771,-79.30280827
0,21,44 - Unattended,2020-12-11T19:10:49,43.66079323,-79.34126858
100,13,99 - Undetermined,2020-12-11T20:22:08,43.64041484,-79.38892291
1000,25,46 - Used or Placed too close to combustibles,2020-12-11T21:53:48,43.68466271,-79.40590993
150000,75,99 - Undetermined,2020-12-11T22:23:05,43.79074211,-79.15903319
10000,4,51 - Mechanical Failure,2020-12-12T16:01:49,43.73413448,-79.60320097
5000,38,"98 - Unintentional, cause undetermined",2020-12-12T20:12:20,43.80629939,-79.32971807
10,33,45 - Improperly Discarded,2020-12-13T09:40:57,43.64890278,-79.40599499
0,22,99 - Undetermined,2020-12-13T12:26:24,43.65024929,-79.56750276
700,17,47 - Improper handling of ignition source or ignited material,2020-12-13T17:37:31,43.66651245,-79.37174188
1000,21,52 - Electrical Failure,2020-12-13T21:58:57,43.65942643,-79.43760788
400,21,47 - Improper handling of ignition source or ignited material,2020-12-13T22:08:56,43.68950624,-79.35366513
30000,62,44 - Unattended,2020-12-14T11:03:38,43.73186621,-79.30561021
1500,34,"98 - Unintentional, cause undetermined",2020-12-14T11:40:05,43.64550979,-79.52381568
10000,34,"60 - Other unintentional cause, not classified",2020-12-14T12:40:21,43.77666814,-79.25053649
2000,56,52 - Electrical Failure,2020-12-14T19:23:52,43.71440369,-79.336351
5000,22,52 - Electrical Failure,2020-12-15T14:56:04,43.68135179,-79.30215834
1000,19,99 - Undetermined,2020-12-15T21:50:14,43.63639277,-79.40684138
0,17,01 - Suspected Arson,2020-12-16T05:54:13,43.64866878,-79.36712847
100,24,45 - Improperly Discarded,2020-12-16T07:21:43,43.70479525,-79.30811858
200,21,"60 - Other unintentional cause, not classified",2020-12-16T09:31:04,43.66047415,-79.35051924
80000,23,47 - Improper handling of ignition source or ignited material,2020-12-16T20:14:07,43.810855,-79.25291574
0,27,45 - Improperly Discarded,2020-12-17T12:29:43,43.64725727,-79.37331257
5000,21,73 - Natural Cause,2020-12-18T04:36:30,43.60755973,-79.49479347
0,31,20 - Design/Construction/Installation/Maintenance Deficiency,2020-12-18T08:55:47,43.65015721,-79.48482228
50000,4,"60 - Other unintentional cause, not classified",2020-12-18T15:48:04,43.73348608,-79.36494993
10000,23,99 - Undetermined,2020-12-18T18:18:25,43.63774331,-79.4332834
7000,20,03 - Suspected Vandalism,2020-12-18T19:05:29,43.6683486,-79.38205611
500,4,99 - Undetermined,2020-12-19T07:29:27,43.72477238,-79.51042617
0,22,20 - Design/Construction/Installation/Maintenance Deficiency,2020-12-19T09:37:49,43.74591097,-79.62198068
10000,20,52 - Electrical Failure,2020-12-20T06:44:48,43.63949067,-79.44222192
5000,13,52 - Electrical Failure,2020-12-20T10:20:35,43.63973984,-79.44096408
0,21,"60 - Other unintentional cause, not classified",2020-12-20T17:13:12,43.70357564,-79.37802606
7000,22,46 - Used or Placed too close to combustibles,2020-12-21T13:26:11,43.6869159,-79.43966755
2000,23,51 - Mechanical Failure,2020-12-21T15:04:16,43.69436523,-79.27365082
25000,10,99 - Undetermined,2020-12-21T17:01:02,43.80130162,-79.34776134
50000,65,52 - Electrical Failure,2020-12-21T18:39:57,43.70568101,-79.42398738
50,22,50 - Other misuse of ignition source/material ignited,2020-12-21T21:25:30,43.71561312,-79.32808543
500,4,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-12-21T21:48:09,43.73750053,-79.24129347
7000,1,20 - Design/Construction/Installation/Maintenance Deficiency,2020-12-22T07:03:51,43.6562626,-79.3783173
50000,63,"60 - Other unintentional cause, not classified",2020-12-22T11:27:42,43.6930841,-79.29716749
200,4,45 - Improperly Discarded,2020-12-22T18:28:17,43.77847645,-79.4422414
30,4,"98 - Unintentional, cause undetermined",2020-12-22T20:59:13,43.76780378,-79.38313955
800,22,45 - Improperly Discarded,2020-12-23T06:27:11,43.79052896,-79.40137505
50000,4,99 - Undetermined,2020-12-23T09:44:07,43.75321024,-79.1979345
25000,59,52 - Electrical Failure,2020-12-23T12:02:25,43.69398502,-79.32158382
100000,63,44 - Unattended,2020-12-23T14:17:11,43.77252316,-79.23282622
0,22,"98 - Unintentional, cause undetermined",2020-12-23T15:06:23,43.81841854,-79.23985135
40000,34,"60 - Other unintentional cause, not classified",2020-12-24T17:55:54,43.63635466,-79.46528557
5000,22,44 - Unattended,2020-12-25T17:44:12,43.71618838,-79.23474726
1000,20,44 - Unattended,2020-12-26T03:09:05,43.79629552,-79.37400348
50000,57,50 - Other misuse of ignition source/material ignited,2020-12-26T12:01:16,43.66729534,-79.37377791
400,22,50 - Other misuse of ignition source/material ignited,2020-12-26T18:46:04,43.78919137,-79.45818905
0,21,45 - Improperly Discarded,2020-12-26T19:39:26,43.75518947,-79.48570693
1000000,295,99 - Undetermined,2020-12-27T18:36:18,43.65068687,-79.44302373
75000,83,52 - Electrical Failure,2020-12-28T01:28:01,43.71930907,-79.43927296
750000,35,"98 - Unintentional, cause undetermined",2020-12-28T19:35:30,43.75735904,-79.48453969
1000,21,99 - Undetermined,2020-12-29T01:04:03,43.66481973,-79.37101502
10000,60,"98 - Unintentional, cause undetermined",2020-12-29T04:28:10,43.64852348,-79.37764826
0,8,Not Reported,2020-12-29T16:28:32,43.6918604,-79.28551098
900,21,45 - Improperly Discarded,2020-12-29T21:54:21,43.67679079,-79.47306643
8000,4,99 - Undetermined,2020-12-30T20:01:34,43.76564374,-79.22450005
1000,13,99 - Undetermined,2020-12-30T21:37:43,43.6452054,-79.41397694
200000,75,99 - Undetermined,2020-12-30T21:53:17,43.69444559,-79.4443385
5000,21,99 - Undetermined,2020-12-31T09:10:47,43.60536701,-79.52894115
20,19,44 - Unattended,2020-12-31T13:28:47,43.64890278,-79.40599499
0,62,99 - Undetermined,2020-12-31T17:04:01,43.71545645,-79.50722491
50000,22,01 - Suspected Arson,2020-12-31T21:01:54,43.75525085,-79.58940849
100,17,99 - Undetermined,2021-01-01T01:38:08,43.63845371,-79.39222647
10000,23,990 - Under Investigation,2021-01-01T04:26:31,43.70133254,-79.51222601
10000,38,99 - Undetermined,2021-01-01T05:49:56,43.59643759,-79.50101799
500,17,51 - Mechanical Failure,2021-01-01T22:23:30,43.65085285,-79.38662863
40000,18,"60 - Other unintentional cause, not classified",2021-01-02T05:06:09,43.72167554,-79.49317817
10000,4,99 - Undetermined,2021-01-03T02:04:53,43.70247806,-79.51272116
5000,25,45 - Improperly Discarded,2021-01-03T03:07:57,43.64410097,-79.48198742
20000,8,99 - Undetermined,2021-01-03T16:23:24,43.73641886,-79.26577135
5000,38,01 - Suspected Arson,2021-01-03T21:13:21,43.62750655,-79.49736135
5000,35,51 - Mechanical Failure,2021-01-03T22:55:03,43.66241553,-79.35868759
30000,4,99 - Undetermined,2021-01-04T02:47:19,43.74479963,-79.39964084
25000,10,51 - Mechanical Failure,2021-01-04T06:41:04,43.6718327,-79.57129144
1000,8,12 - Vehicle Accident/Collision,2021-01-04T06:59:59,43.7487778,-79.54837263
5000,29,46 - Used or Placed too close to combustibles,2021-01-04T08:42:19,43.69014233,-79.50060185
1000,21,52 - Electrical Failure,2021-01-04T08:47:42,43.67296899,-79.3423926
20000,33,99 - Undetermined,2021-01-04T10:39:28,43.60482643,-79.52081289
2000,4,"60 - Other unintentional cause, not classified",2021-01-04T17:55:12,43.74027403,-79.34365599
8000,53,52 - Electrical Failure,2021-01-05T10:38:46,43.63598126,-79.42812918
7000,16,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-05T13:33:47,43.6946245,-79.27253417
30000,36,99 - Undetermined,2021-01-05T20:08:36,43.68974856,-79.30856997
500000,95,99 - Undetermined,2021-01-06T00:56:10,43.6857761,-79.34743889
15000,18,52 - Electrical Failure,2021-01-07T03:23:54,43.6540628,-79.37997399
500,17,46 - Used or Placed too close to combustibles,2021-01-08T00:36:45,43.70637438,-79.48766763
0,4,99 - Undetermined,2021-01-08T02:45:11,43.66370746,-79.35924495
35000,8,"98 - Unintentional, cause undetermined",2021-01-08T19:28:51,43.7397757,-79.50663594
0,25,"60 - Other unintentional cause, not classified",2021-01-08T21:21:46,43.68422941,-79.48399973
5000,18,"98 - Unintentional, cause undetermined",2021-01-09T02:20:19,43.63897731,-79.53764011
3000,20,45 - Improperly Discarded,2021-01-09T06:11:19,43.6988062,-79.52930888
800000,101,01 - Suspected Arson,2021-01-09T06:43:13,43.70545131,-79.25840048
5000,4,99 - Undetermined,2021-01-09T12:45:16,43.7432636,-79.58211604
5,4,04 - Suspected Youth Vandalism (Ages 12 to 17),2021-01-09T20:14:52,43.68380205,-79.38863013
2500,58,45 - Improperly Discarded,2021-01-09T21:31:35,43.62024395,-79.52167171
10000,4,52 - Electrical Failure,2021-01-09T22:14:47,43.71034611,-79.44639885
0,4,01 - Suspected Arson,2021-01-11T05:18:44,43.74192921,-79.32520439
1000,25,"60 - Other unintentional cause, not classified",2021-01-11T10:42:17,43.65925015,-79.3351449
75000,29,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-12T11:59:45,43.80288815,-79.17161652
